1. 
        city_name         | state_nm | origin_destination |                   unique_carrier_name                   | passengers 
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        383
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        801
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       4551
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       4400
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      14048
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        697
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        160
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        374
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      12813
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       9408
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       7077
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       7402
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       9705
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      13038
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      10120
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       3315
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       8432
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      12290
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        350
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        330
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        417
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        481
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        388
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        677
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       4784
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       5182
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       2247
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1683
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       2102
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       3148
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        553
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        549
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        651
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        513
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      10509
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       4814
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       5135
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        132
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       4886
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       3714
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       3766
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        506
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       7873
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       4990
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1209
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1010
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1105
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        986
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1099
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1062
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       3996
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      23511
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      12212
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      12180
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      13584
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        143
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        141
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        163
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        139
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       4958
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       3760
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       2970
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      31619
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       8998
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1056
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1296
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      13592
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        142
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      10038
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       9579
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       7652
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       7547
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       4411
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        417
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1332
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1178
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1691
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1359
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      11440
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       6700
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        385
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       5678
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       3238
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        128
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      18575
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       9769
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1806
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        391
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      18170
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       7503
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       5859
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      13200
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      10664
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       6864
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1498
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       5383
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       9727
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       6379
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      10912
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1152
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        944
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        121
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       5184
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       5247
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       5118
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      13559
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        424
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      13995
 Colorado Springs, CO      | Colorado | COS                | Southwest Airlines Co.                                  |        281
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      11518
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |         49
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       3896
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        140
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       3362
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       3680
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       1144
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        128
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        165
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       4516
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       4156
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       4468
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        274
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        136
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      18725
 Colorado Springs, CO      | Colorado | COS                | Southwest Airlines Co.                                  |        120
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      27616
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      24681
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        165
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        143
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |       2123
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        133
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        138
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |        254
 Denver, CO                | Colorado | DEN                | Southwest Airlines Co.                                  |      18123
 Denver, CO                | Colorado | DEN                | Spirit Air Lines                                        |        144
 Denver, CO                | Colorado | DEN                | Spirit Air Lines                                        |       4741
 Denver, CO                | Colorado | DEN                | Spirit Air Lines                                        |       4242
 Denver, CO                | Colorado | DEN                | Spirit Air Lines                                        |       4029
 Denver, CO                | Colorado | DEN                | Spirit Air Lines                                        |       9398
 Denver, CO                | Colorado | DEN                | Spirit Air Lines                                        |       4446
 Denver, CO                | Colorado | DEN                | Spirit Air Lines                                        |       9401
 Denver, CO                | Colorado | DEN                | Spirit Air Lines                                        |       5775
 Denver, CO                | Colorado | DEN                | Spirit Air Lines                                        |       3682
 Denver, CO                | Colorado | DEN                | Spirit Air Lines                                        |       4466
 Denver, CO                | Colorado | DEN                | Spirit Air Lines                                        |       4442
 Denver, CO                | Colorado | DEN                | Sun Country Airlines d/b/a MN Airlines                  |        505
 Denver, CO                | Colorado | DEN                | Sun Country Airlines d/b/a MN Airlines                  |        286
 Pueblo, CO                | Colorado | PUB                | Sun Country Airlines d/b/a MN Airlines                  |        154
 Denver, CO                | Colorado | DEN                | Sun Country Airlines d/b/a MN Airlines                  |       2861
 Montrose/Delta, CO        | Colorado | MTJ                | Sun Country Airlines d/b/a MN Airlines                  |         93
 Fort Collins/Loveland, CO | Colorado | FNL                | Sun Country Airlines d/b/a MN Airlines                  |        149
 Denver, CO                | Colorado | DEN                | Swift Air, LLC                                          |         45
 Grand Junction, CO        | Colorado | GJT                | Swift Air, LLC                                          |        138
 Denver, CO                | Colorado | DEN                | Swift Air, LLC                                          |          0
 Denver, CO                | Colorado | DEN                | Swift Air, LLC                                          |         21
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        298
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |         34
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |         45
 Durango, CO               | Colorado | DRO                | Trans States Airlines                                   |         47
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        100
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        123
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        132
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        141
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        185
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        209
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        251
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        371
 Gunnison, CO              | Colorado | GUC                | Trans States Airlines                                   |        245
 Hayden, CO                | Colorado | HDN                | Trans States Airlines                                   |        344
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        403
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        503
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        637
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        565
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        679
 Colorado Springs, CO      | Colorado | COS                | Trans States Airlines                                   |        801
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |        769
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       1046
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       1231
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       1208
 Montrose/Delta, CO        | Colorado | MTJ                | Trans States Airlines                                   |        880
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       1038
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       1155
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       1222
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       1394
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       1458
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       1381
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       1694
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       1456
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       1759
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       2043
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       2258
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       2581
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       2362
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       2640
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       2200
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       2567
 Grand Junction, CO        | Colorado | GJT                | Trans States Airlines                                   |       2600
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       2586
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       3000
 Denver, CO                | Colorado | DEN                | Trans States Airlines                                   |       2893
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3896
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |         86
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2976
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3904
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4826
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2893
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |         89
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2745
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3660
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4739
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3967
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3610
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3779
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3711
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3552
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |        144
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |      22682
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2282
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3898
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3383
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       5509
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3070
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3576
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2485
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       5611
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4159
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       5164
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4461
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3729
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4038
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4866
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4354
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3211
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |        126
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       9692
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       5596
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3446
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3890
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       9532
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4558
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4615
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4488
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2703
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3647
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4385
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       6174
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1559
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2489
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3055
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2543
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3465
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3102
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4415
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2401
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4638
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3976
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4739
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       5843
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2839
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2389
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3082
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2821
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4866
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       6536
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2630
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2694
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2786
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2185
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       6246
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       7006
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       7196
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2357
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2451
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1873
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       6406
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2539
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2533
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       4382
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       7491
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       7767
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       6450
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       5287
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       6895
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2356
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2274
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2211
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3116
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2077
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       7386
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2272
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2494
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1747
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2097
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2620
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3066
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2160
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2115
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2741
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2193
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2875
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       3223
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2665
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       7204
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |        150
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2324
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2231
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2082
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       2007
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1772
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1836
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       7770
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1870
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |        154
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1926
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1903
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       8320
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1495
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1878
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1426
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1716
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1619
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1761
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1689
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1609
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       6807
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1532
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1180
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1073
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1089
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       7746
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       8156
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1248
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1358
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1266
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1254
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |      21654
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |        922
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       8385
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1323
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1072
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1016
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |        144
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |        945
 Denver, CO                | Colorado | DEN                | United Air Lines Inc.                                   |       1240
