1. 
        city_name         | state_nm | origin_destination |                   unique_carrier_name                   | passengers 
 Oklahoma City, OK            | Denver, CO                | Southwest Airlines Co.                                  |       1336
 Louisville, KY               | Denver, CO                | Southwest Airlines Co.                                  |       1329
 San Francisco, CA            | Denver, CO                | Southwest Airlines Co.                                  |       1366
 San Antonio, TX              | Denver, CO                | Southwest Airlines Co.                                  |       1151
 Minneapolis, MN              | Denver, CO                | Southwest Airlines Co.                                  |       1369
 Indianapolis, IN             | Denver, CO                | Southwest Airlines Co.                                  |       1501
 New Orleans, LA              | Denver, CO                | Southwest Airlines Co.                                  |        427
 Long Beach, CA               | Denver, CO                | Southwest Airlines Co.                                  |        380
 Indianapolis, IN             | Denver, CO                | Southwest Airlines Co.                                  |        395
 Hartford, CT                 | Denver, CO                | Southwest Airlines Co.                                  |        394
 Los Angeles, CA              | Denver, CO                | Southwest Airlines Co.                                  |       1499
 Kansas City, MO              | Denver, CO                | Southwest Airlines Co.                                  |       1838
 Phoenix, AZ                  | Denver, CO                | Southwest Airlines Co.                                  |       1517
 Atlanta, GA                  | Denver, CO                | Southwest Airlines Co.                                  |        412
 Albany, NY                   | Denver, CO                | Southwest Airlines Co.                                  |        465
 Albuquerque, NM              | Denver, CO                | Southwest Airlines Co.                                  |        336
 Phoenix, AZ                  | Denver, CO                | Southwest Airlines Co.                                  |      10749
 Portland, OR                 | Denver, CO                | Southwest Airlines Co.                                  |      10611
 Raleigh/Durham, NC           | Denver, CO                | Southwest Airlines Co.                                  |       1313
 Houston, TX                  | Denver, CO                | Southwest Airlines Co.                                  |       9909
 San Jose, CA                 | Denver, CO                | Southwest Airlines Co.                                  |        236
 Seattle, WA                  | Denver, CO                | Southwest Airlines Co.                                  |        256
 Kansas City, MO              | Denver, CO                | Southwest Airlines Co.                                  |       1056
 Las Vegas, NV                | Denver, CO                | Southwest Airlines Co.                                  |       1048
 San Diego, CA                | Denver, CO                | Southwest Airlines Co.                                  |        275
 Portland, OR                 | Denver, CO                | Southwest Airlines Co.                                  |        274
 Spokane, WA                  | Denver, CO                | Southwest Airlines Co.                                  |        281
 Kansas City, MO              | Denver, CO                | Southwest Airlines Co.                                  |      24267
 Orlando, FL                  | Denver, CO                | Southwest Airlines Co.                                  |      11793
 Dallas, TX                   | Denver, CO                | Southwest Airlines Co.                                  |       1910
 Fort Lauderdale, FL          | Denver, CO                | Southwest Airlines Co.                                  |       2359
 San Diego, CA                | Denver, CO                | Southwest Airlines Co.                                  |      11877
 Oklahoma City, OK            | Denver, CO                | Southwest Airlines Co.                                  |       8844
 Boise, ID                    | Denver, CO                | Southwest Airlines Co.                                  |        217
 Tampa, FL                    | Denver, CO                | Southwest Airlines Co.                                  |      10585
 Boston, MA                   | Denver, CO                | Southwest Airlines Co.                                  |       8179
 Chicago, IL                  | Denver, CO                | Southwest Airlines Co.                                  |      24270
 Ontario, CA                  | Denver, CO                | Southwest Airlines Co.                                  |       4319
 Philadelphia, PA             | Denver, CO                | Southwest Airlines Co.                                  |       5312
 Reno, NV                     | Denver, CO                | Southwest Airlines Co.                                  |       4049
 Nashville, TN                | Denver, CO                | Southwest Airlines Co.                                  |      11708
 Milwaukee, WI                | Denver, CO                | Southwest Airlines Co.                                  |      10537
 Albuquerque, NM              | Denver, CO                | Southwest Airlines Co.                                  |      10387
 Milwaukee, WI                | Denver, CO                | Southwest Airlines Co.                                  |       5196
 Tucson, AZ                   | Denver, CO                | Southwest Airlines Co.                                  |       4278
 Dallas, TX                   | Denver, CO                | Southwest Airlines Co.                                  |      21532
 Phoenix, AZ                  | Denver, CO                | Southwest Airlines Co.                                  |      27878
 San Jose, CA                 | Denver, CO                | Southwest Airlines Co.                                  |      11541
 Austin, TX                   | Denver, CO                | Southwest Airlines Co.                                  |       4367
 Fort Lauderdale, FL          | Denver, CO                | Southwest Airlines Co.                                  |       3526
 Spokane, WA                  | Denver, CO                | Southwest Airlines Co.                                  |       3776
 Tucson, AZ                   | Denver, CO                | Southwest Airlines Co.                                  |        551
 Detroit, MI                  | Denver, CO                | Southwest Airlines Co.                                  |       4406
 Spokane, WA                  | Denver, CO                | Southwest Airlines Co.                                  |       4586
 Washington, DC               | Denver, CO                | Southwest Airlines Co.                                  |       5159
 Portland, OR                 | Denver, CO                | Southwest Airlines Co.                                  |       5689
 Salt Lake City, UT           | Denver, CO                | Southwest Airlines Co.                                  |        516
 Austin, TX                   | Denver, CO                | Southwest Airlines Co.                                  |        953
 San Jose, CA                 | Colorado Springs, CO      | Southwest Airlines Co.                                  |        140
 Cleveland, OH                | Denver, CO                | Southwest Airlines Co.                                  |       1150
 Pensacola, FL                | Denver, CO                | Southwest Airlines Co.                                  |        959
 Dallas, TX                   | Colorado Springs, CO      | Southwest Airlines Co.                                  |        141
 San Antonio, TX              | Denver, CO                | Southwest Airlines Co.                                  |        649
 Norfolk, VA                  | Denver, CO                | Southwest Airlines Co.                                  |        542
 Charleston, SC               | Denver, CO                | Southwest Airlines Co.                                  |       2635
 Boise, ID                    | Denver, CO                | Southwest Airlines Co.                                  |       4737
 Orlando, FL                  | Denver, CO                | Southwest Airlines Co.                                  |       6252
 Oakland, CA                  | Denver, CO                | Southwest Airlines Co.                                  |      11998
 Detroit, MI                  | Denver, CO                | Southwest Airlines Co.                                  |       3708
 Sacramento, CA               | Denver, CO                | Southwest Airlines Co.                                  |        140
 Louisville, KY               | Denver, CO                | Southwest Airlines Co.                                  |       2760
 Tucson, AZ                   | Denver, CO                | Southwest Airlines Co.                                  |       3476
 Albany, NY                   | Denver, CO                | Southwest Airlines Co.                                  |       3488
 Cheyenne, WY                 | Denver, CO                | Southwest Airlines Co.                                  |        175
 Seattle, WA                  | Denver, CO                | Southwest Airlines Co.                                  |      12588
 Hartford, CT                 | Denver, CO                | Southwest Airlines Co.                                  |       4554
 Boston, MA                   | Denver, CO                | Southwest Airlines Co.                                  |       4330
 Reno, NV                     | Denver, CO                | Southwest Airlines Co.                                  |       4227
 Minneapolis, MN              | Denver, CO                | Southwest Airlines Co.                                  |        543
 Las Vegas, NV                | Denver, CO                | Southwest Airlines Co.                                  |       6430
 St. Louis, MO                | Denver, CO                | Southwest Airlines Co.                                  |       6641
 Fort Myers, FL               | Denver, CO                | Southwest Airlines Co.                                  |        171
 Reno, NV                     | Denver, CO                | Southwest Airlines Co.                                  |        140
 Houston, TX                  | Denver, CO                | Southwest Airlines Co.                                  |      15853
 Baltimore, MD                | Denver, CO                | Southwest Airlines Co.                                  |       4751
 Seattle, WA                  | Denver, CO                | Southwest Airlines Co.                                  |       5983
 Milwaukee, WI                | Denver, CO                | Southwest Airlines Co.                                  |        561
 Charleston, SC               | Denver, CO                | Southwest Airlines Co.                                  |        624
 Pittsburgh, PA               | Denver, CO                | Southwest Airlines Co.                                  |        143
 Albuquerque, NM              | Denver, CO                | Southwest Airlines Co.                                  |        660
 Las Vegas, NV                | Denver, CO                | Southwest Airlines Co.                                  |      28061
 New Orleans, LA              | Denver, CO                | Southwest Airlines Co.                                  |        175
 Long Beach, CA               | Denver, CO                | Southwest Airlines Co.                                  |        673
 Houston, TX                  | Denver, CO                | Southwest Airlines Co.                                  |        686
 Grand Rapids, MI             | Denver, CO                | Southwest Airlines Co.                                  |         84
 Detroit, MI                  | Denver, CO                | Southwest Airlines Co.                                  |        123
 St. Louis, MO                | Denver, CO                | Southwest Airlines Co.                                  |      13754
 Nashville, TN                | Denver, CO                | Southwest Airlines Co.                                  |        619
 Los Angeles, CA              | Denver, CO                | Southwest Airlines Co.                                  |       7583
 Cleveland, OH                | Denver, CO                | Southwest Airlines Co.                                  |        139
 Charleston, SC               | Denver, CO                | Southwest Airlines Co.                                  |        107
 Columbus, OH                 | Denver, CO                | Southwest Airlines Co.                                  |       8200
 Pittsburgh, PA               | Denver, CO                | Southwest Airlines Co.                                  |       6423
 Indianapolis, IN             | Denver, CO                | Southwest Airlines Co.                                  |      13816
 Newark, NJ                   | Denver, CO                | Southwest Airlines Co.                                  |       6315
 San Antonio, TX              | Denver, CO                | Southwest Airlines Co.                                  |      10296
 San Diego, CA                | Denver, CO                | Southwest Airlines Co.                                  |      13849
 Los Angeles, CA              | Denver, CO                | Southwest Airlines Co.                                  |      23055
 Oakland, CA                  | Denver, CO                | Southwest Airlines Co.                                  |       7861
 Newark, NJ                   | Denver, CO                | Southwest Airlines Co.                                  |       4540
 Austin, TX                   | Denver, CO                | Southwest Airlines Co.                                  |      14803
 Chicago, IL                  | Denver, CO                | Southwest Airlines Co.                                  |      15001
 Washington, DC               | Denver, CO                | Southwest Airlines Co.                                  |       6809
 Grand Rapids, MI             | Denver, CO                | Southwest Airlines Co.                                  |       3210
 Salt Lake City, UT           | Denver, CO                | Southwest Airlines Co.                                  |      20414
 Salt Lake City, UT           | Denver, CO                | Southwest Airlines Co.                                  |       1002
 Nashville, TN                | Denver, CO                | Southwest Airlines Co.                                  |       8402
 Tulsa, OK                    | Denver, CO                | Southwest Airlines Co.                                  |       6899
 San Francisco, CA            | Denver, CO                | Southwest Airlines Co.                                  |        885
 Jacksonville, FL             | Denver, CO                | Southwest Airlines Co.                                  |        915
 Sacramento, CA               | Denver, CO                | Southwest Airlines Co.                                  |      15625
 Cheyenne, WY                 | Denver, CO                | Southwest Airlines Co.                                  |        278
 Atlanta, GA                  | Denver, CO                | Southwest Airlines Co.                                  |       7356
 San Francisco, CA            | Denver, CO                | Southwest Airlines Co.                                  |      16528
 Las Vegas, NV                | Denver, CO                | Spirit Air Lines                                        |       9627
 Dallas/Fort Worth, TX        | Denver, CO                | Spirit Air Lines                                        |       4925
 Fort Lauderdale, FL          | Denver, CO                | Spirit Air Lines                                        |       5583
 Chicago, IL                  | Denver, CO                | Spirit Air Lines                                        |       9995
 Houston, TX                  | Denver, CO                | Spirit Air Lines                                        |        127
 San Diego, CA                | Denver, CO                | Spirit Air Lines                                        |       4826
 Minneapolis, MN              | Denver, CO                | Spirit Air Lines                                        |       4690
 Los Angeles, CA              | Denver, CO                | Spirit Air Lines                                        |       4846
 Los Angeles, CA              | Denver, CO                | Spirit Air Lines                                        |       3987
 Detroit, MI                  | Denver, CO                | Spirit Air Lines                                        |       4613
 Houston, TX                  | Denver, CO                | Spirit Air Lines                                        |       4792
 Minneapolis, MN              | Denver, CO                | Sun Country Airlines d/b/a MN Airlines                  |        653
 Bullhead City, AZ            | Pueblo, CO                | Sun Country Airlines d/b/a MN Airlines                  |        156
 Bullhead City, AZ            | Fort Collins/Loveland, CO | Sun Country Airlines d/b/a MN Airlines                  |        148
 Bullhead City, AZ            | Montrose/Delta, CO        | Sun Country Airlines d/b/a MN Airlines                  |         93
 Minneapolis, MN              | Denver, CO                | Sun Country Airlines d/b/a MN Airlines                  |       2982
 Bullhead City, AZ            | Denver, CO                | Sun Country Airlines d/b/a MN Airlines                  |        129
 Phoenix, AZ                  | Denver, CO                | Swift Air, LLC                                          |         30
 Tulsa, OK                    | Denver, CO                | Swift Air, LLC                                          |         20
 Rochester, NY                | Denver, CO                | Swift Air, LLC                                          |          0
 Brownsville, TX              | Denver, CO                | Swift Air, LLC                                          |         15
 Wendover, UT                 | Grand Junction, CO        | Swift Air, LLC                                          |        138
 Des Moines, IA               | Denver, CO                | Tradewind Aviation                                      |          2
 Great Falls, MT              | Denver, CO                | Trans States Airlines                                   |        707
 Amarillo, TX                 | Denver, CO                | Trans States Airlines                                   |       2218
 Wichita, KS                  | Denver, CO                | Trans States Airlines                                   |        158
 Springfield, MO              | Denver, CO                | Trans States Airlines                                   |        520
 St. Louis, MO                | Denver, CO                | Trans States Airlines                                   |       2129
 Des Moines, IA               | Denver, CO                | Trans States Airlines                                   |        677
 Sioux Falls, SD              | Denver, CO                | Trans States Airlines                                   |        294
 Albuquerque, NM              | Denver, CO                | Trans States Airlines                                   |       1561
 Knoxville, TN                | Denver, CO                | Trans States Airlines                                   |       1009
 Tucson, AZ                   | Denver, CO                | Trans States Airlines                                   |        139
 El Paso, TX                  | Denver, CO                | Trans States Airlines                                   |       1612
 Fargo, ND                    | Denver, CO                | Trans States Airlines                                   |       1207
 Santa Fe, NM                 | Denver, CO                | Trans States Airlines                                   |       2625
 Grand Rapids, MI             | Denver, CO                | Trans States Airlines                                   |         43
 Casper, WY                   | Denver, CO                | Trans States Airlines                                   |       2116
 Bismarck/Mandan, ND          | Denver, CO                | Trans States Airlines                                   |       2544
 Lubbock, TX                  | Denver, CO                | Trans States Airlines                                   |       2259
 Kansas City, MO              | Denver, CO                | Trans States Airlines                                   |        143
 Billings, MT                 | Denver, CO                | Trans States Airlines                                   |        126
 Scottsbluff, NE              | Denver, CO                | Trans States Airlines                                   |         49
 Shreveport, LA               | Denver, CO                | Trans States Airlines                                   |         92
 Moline, IL                   | Denver, CO                | Trans States Airlines                                   |       1478
 Cody, WY                     | Denver, CO                | Trans States Airlines                                   |       1104
 Missoula, MT                 | Denver, CO                | Trans States Airlines                                   |       2414
 Lincoln, NE                  | Denver, CO                | Trans States Airlines                                   |       1542
 Rapid City, SD               | Denver, CO                | Trans States Airlines                                   |       2700
 Huntsville, AL               | Denver, CO                | Trans States Airlines                                   |       1273
 Louisville, KY               | Denver, CO                | Trans States Airlines                                   |       1343
 Little Rock, AR              | Denver, CO                | Trans States Airlines                                   |        708
 Dickinson, ND                | Denver, CO                | Trans States Airlines                                   |       1671
 Williston, ND                | Denver, CO                | Trans States Airlines                                   |       2374
 Cedar Rapids/Iowa City, IA   | Denver, CO                | Trans States Airlines                                   |        290
 Fayetteville, AR             | Denver, CO                | Trans States Airlines                                   |        569
 Tulsa, OK                    | Denver, CO                | Trans States Airlines                                   |        422
 Billings, MT                 | Denver, CO                | United Air Lines Inc.                                   |       1486
 Des Moines, IA               | Denver, CO                | United Air Lines Inc.                                   |       1877
 Houston, TX                  | Denver, CO                | United Air Lines Inc.                                   |       1586
 Omaha, NE                    | Denver, CO                | United Air Lines Inc.                                   |       2069
 Ontario, CA                  | Denver, CO                | United Air Lines Inc.                                   |       2031
 San Jose, CA                 | Denver, CO                | United Air Lines Inc.                                   |       1929
 Austin, TX                   | Denver, CO                | United Air Lines Inc.                                   |        972
 Albuquerque, NM              | Denver, CO                | United Air Lines Inc.                                   |       2081
 Omaha, NE                    | Denver, CO                | United Air Lines Inc.                                   |       2331
 Pittsburgh, PA               | Denver, CO                | United Air Lines Inc.                                   |       2302
 Bozeman, MT                  | Denver, CO                | United Air Lines Inc.                                   |       6757
 Hartford, CT                 | Denver, CO                | United Air Lines Inc.                                   |       2334
 Bozeman, MT                  | Denver, CO                | United Air Lines Inc.                                   |       1451
 Sioux Falls, SD              | Denver, CO                | United Air Lines Inc.                                   |       1495
 Spokane, WA                  | Denver, CO                | United Air Lines Inc.                                   |       2518
 Reno, NV                     | Denver, CO                | United Air Lines Inc.                                   |       1960
 San Francisco, CA            | Denver, CO                | United Air Lines Inc.                                   |       4400
 Tampa, FL                    | Denver, CO                | United Air Lines Inc.                                   |       2747
 Billings, MT                 | Denver, CO                | United Air Lines Inc.                                   |        843
 Philadelphia, PA             | Denver, CO                | United Air Lines Inc.                                   |        761
 Austin, TX                   | Denver, CO                | United Air Lines Inc.                                   |       2599
 Charlotte, NC                | Denver, CO                | United Air Lines Inc.                                   |       2835
 Sioux Falls, SD              | Denver, CO                | United Air Lines Inc.                                   |       2341
 Milwaukee, WI                | Denver, CO                | United Air Lines Inc.                                   |        817
 Medford, OR                  | Denver, CO                | United Air Lines Inc.                                   |        755
 Indianapolis, IN             | Denver, CO                | United Air Lines Inc.                                   |        755
 Atlanta, GA                  | Denver, CO                | United Air Lines Inc.                                   |       3030
 Grand Rapids, MI             | Denver, CO                | United Air Lines Inc.                                   |       2346
 Kansas City, MO              | Denver, CO                | United Air Lines Inc.                                   |       2571
 Ontario, CA                  | Denver, CO                | United Air Lines Inc.                                   |       2463
 Philadelphia, PA             | Denver, CO                | United Air Lines Inc.                                   |       2399
 Pittsburgh, PA               | Denver, CO                | United Air Lines Inc.                                   |       2854
 St. Louis, MO                | Denver, CO                | United Air Lines Inc.                                   |       2937
 Tampa, FL                    | Denver, CO                | United Air Lines Inc.                                   |       3323
 Indianapolis, IN             | Denver, CO                | United Air Lines Inc.                                   |        954
 Newark, NJ                   | Denver, CO                | United Air Lines Inc.                                   |       2053
 Austin, TX                   | Denver, CO                | United Air Lines Inc.                                   |        937
 New York, NY                 | Denver, CO                | United Air Lines Inc.                                   |      10685
 Fort Lauderdale, FL          | Denver, CO                | United Air Lines Inc.                                   |       3078
 Minneapolis, MN              | Denver, CO                | United Air Lines Inc.                                   |       2855
 New Orleans, LA              | Denver, CO                | United Air Lines Inc.                                   |       2673
 Omaha, NE                    | Denver, CO                | United Air Lines Inc.                                   |       2966
 Portland, OR                 | Denver, CO                | United Air Lines Inc.                                   |       2615
 Richmond, VA                 | Denver, CO                | United Air Lines Inc.                                   |       2661
 San Antonio, TX              | Denver, CO                | United Air Lines Inc.                                   |       3690
 Santa Barbara, CA            | Denver, CO                | United Air Lines Inc.                                   |       2037
 Portland, OR                 | Denver, CO                | United Air Lines Inc.                                   |       7912
 Houston, TX                  | Denver, CO                | United Air Lines Inc.                                   |      10280
 San Francisco, CA            | Denver, CO                | United Air Lines Inc.                                   |       9050
 Boise, ID                    | Denver, CO                | United Air Lines Inc.                                   |       3699
 Oklahoma City, OK            | Denver, CO                | United Air Lines Inc.                                   |       2105
 Oklahoma City, OK            | Denver, CO                | United Air Lines Inc.                                   |       2706
 Philadelphia, PA             | Denver, CO                | United Air Lines Inc.                                   |       3887
 Phoenix, AZ                  | Denver, CO                | United Air Lines Inc.                                   |       3365
 San Francisco, CA            | Denver, CO                | United Air Lines Inc.                                   |       6738
 Tucson, AZ                   | Denver, CO                | United Air Lines Inc.                                   |        619
 San Jose, CA                 | Denver, CO                | United Air Lines Inc.                                   |        613
 Boise, ID                    | Denver, CO                | United Air Lines Inc.                                   |       3522
 Fort Lauderdale, FL          | Denver, CO                | United Air Lines Inc.                                   |       4189
 Wichita, KS                  | Denver, CO                | United Air Lines Inc.                                   |       2917
 Jackson, WY                  | Denver, CO                | United Air Lines Inc.                                   |       2327
 Kona, HI                     | Denver, CO                | United Air Lines Inc.                                   |       3052
 Kahului, HI                  | Denver, CO                | United Air Lines Inc.                                   |       3450
 Tulsa, OK                    | Denver, CO                | United Air Lines Inc.                                   |       2594
 Seattle, WA                  | Denver, CO                | United Air Lines Inc.                                   |        605
 Portland, OR                 | Denver, CO                | United Air Lines Inc.                                   |        699
 Ontario, CA                  | Denver, CO                | United Air Lines Inc.                                   |        656
 Oklahoma City, OK            | Denver, CO                | United Air Lines Inc.                                   |        804
 Kansas City, MO              | Denver, CO                | United Air Lines Inc.                                   |        697
 Spokane, WA                  | Denver, CO                | United Air Lines Inc.                                   |        564
 Boston, MA                   | Denver, CO                | United Air Lines Inc.                                   |       4020
 Charlotte, NC                | Denver, CO                | United Air Lines Inc.                                   |       2770
 Dallas/Fort Worth, TX        | Denver, CO                | United Air Lines Inc.                                   |       4022
 Minneapolis, MN              | Denver, CO                | United Air Lines Inc.                                   |       3668
 Sacramento, CA               | Denver, CO                | United Air Lines Inc.                                   |       2777
 Fort Lauderdale, FL          | Denver, CO                | United Air Lines Inc.                                   |        823
 Charlotte, NC                | Denver, CO                | United Air Lines Inc.                                   |        852
 Boise, ID                    | Denver, CO                | United Air Lines Inc.                                   |        738
 Santa Ana, CA                | Denver, CO                | United Air Lines Inc.                                   |      11062
 Phoenix, AZ                  | Denver, CO                | United Air Lines Inc.                                   |       4320
 San Jose, CA                 | Denver, CO                | United Air Lines Inc.                                   |       3602
 New York, NY                 | Denver, CO                | United Air Lines Inc.                                   |      12628
 San Francisco, CA            | Denver, CO                | United Air Lines Inc.                                   |      12784
 Phoenix, AZ                  | Denver, CO                | United Air Lines Inc.                                   |       3283
 San Antonio, TX              | Denver, CO                | United Air Lines Inc.                                   |       3716
 Los Angeles, CA              | Denver, CO                | United Air Lines Inc.                                   |      13890
 Austin, TX                   | Denver, CO                | United Air Lines Inc.                                   |       4160
 Washington, DC               | Denver, CO                | United Air Lines Inc.                                   |       4629
 Reno, NV                     | Denver, CO                | United Air Lines Inc.                                   |        650
 Madison, WI                  | Denver, CO                | United Air Lines Inc.                                   |        617
 Lihue, HI                    | Denver, CO                | United Air Lines Inc.                                   |        642
 Kalispell, MT                | Denver, CO                | United Air Lines Inc.                                   |        397
 Washington, DC               | Denver, CO                | United Air Lines Inc.                                   |      13876
 Los Angeles, CA              | Denver, CO                | United Air Lines Inc.                                   |       9571
 Detroit, MI                  | Denver, CO                | United Air Lines Inc.                                   |        684
 Cincinnati, OH               | Denver, CO                | United Air Lines Inc.                                   |        438
 Columbus, OH                 | Denver, CO                | United Air Lines Inc.                                   |        540
 Columbus, OH                 | Denver, CO                | United Air Lines Inc.                                   |        577
 Cedar Rapids/Iowa City, IA   | Denver, CO                | United Air Lines Inc.                                   |        395
 Bozeman, MT                  | Denver, CO                | United Air Lines Inc.                                   |        509
 Atlanta, GA                  | Denver, CO                | United Air Lines Inc.                                   |        462
 Spokane, WA                  | Denver, CO                | United Air Lines Inc.                                   |       4629
 Honolulu, HI                 | Denver, CO                | United Air Lines Inc.                                   |      10120
 Houston, TX                  | Denver, CO                | United Air Lines Inc.                                   |       6022
 Wichita, KS                  | Denver, CO                | United Air Lines Inc.                                   |       3015
 Indianapolis, IN             | Denver, CO                | United Air Lines Inc.                                   |       5095
 Seattle, WA                  | Denver, CO                | United Air Lines Inc.                                   |       4659
 Raleigh/Durham, NC           | Denver, CO                | United Air Lines Inc.                                   |        482
 Palm Springs, CA             | Denver, CO                | United Air Lines Inc.                                   |        379
 Chicago, IL                  | Denver, CO                | United Air Lines Inc.                                   |        346
 Oklahoma City, OK            | Denver, CO                | United Air Lines Inc.                                   |        471
 Charlotte, NC                | Denver, CO                | United Air Lines Inc.                                   |        446
 Baltimore, MD                | Denver, CO                | United Air Lines Inc.                                   |        368
 Burbank, CA                  | Denver, CO                | United Air Lines Inc.                                   |        333
 Phoenix, AZ                  | Denver, CO                | United Air Lines Inc.                                   |       4094
 Sacramento, CA               | Denver, CO                | United Air Lines Inc.                                   |       4744
 Tucson, AZ                   | Denver, CO                | United Air Lines Inc.                                   |        228
 Tampa, FL                    | Denver, CO                | United Air Lines Inc.                                   |        243
 Las Vegas, NV                | Denver, CO                | United Air Lines Inc.                                   |        166
 Wichita, KS                  | Denver, CO                | United Air Lines Inc.                                   |        149
 Grand Rapids, MI             | Denver, CO                | United Air Lines Inc.                                   |        220
 Boston, MA                   | Denver, CO                | United Air Lines Inc.                                   |       4612
 Cleveland, OH                | Denver, CO                | United Air Lines Inc.                                   |       5316
 Spokane, WA                  | Denver, CO                | United Air Lines Inc.                                   |        255
 Atlanta, GA                  | Denver, CO                | United Air Lines Inc.                                   |       5265
 Omaha, NE                    | Denver, CO                | United Air Lines Inc.                                   |       3938
 Newark, NJ                   | Denver, CO                | United Air Lines Inc.                                   |        211
 Eugene, OR                   | Denver, CO                | United Air Lines Inc.                                   |        273
 Washington, DC               | Denver, CO                | United Air Lines Inc.                                   |        314
 Dallas/Fort Worth, TX        | Denver, CO                | United Air Lines Inc.                                   |       5667
 Cincinnati, OH               | Denver, CO                | United Air Lines Inc.                                   |        112
 New York, NY                 | Denver, CO                | United Air Lines Inc.                                   |       4905
 Milwaukee, WI                | Denver, CO                | United Air Lines Inc.                                   |       3980
 San Diego, CA                | Denver, CO                | United Air Lines Inc.                                   |       5720
 Santa Ana, CA                | Denver, CO                | United Air Lines Inc.                                   |       4076
 Atlanta, GA                  | Denver, CO                | United Air Lines Inc.                                   |        223
 Newark, NJ                   | Denver, CO                | United Air Lines Inc.                                   |       4873
 Baltimore, MD                | Denver, CO                | United Air Lines Inc.                                   |       6129
 Newark, NJ                   | Denver, CO                | United Air Lines Inc.                                   |       5570
 Chicago, IL                  | Denver, CO                | United Air Lines Inc.                                   |       5281
 San Francisco, CA            | Denver, CO                | United Air Lines Inc.                                   |       4290
 Des Moines, IA               | Denver, CO                | United Air Lines Inc.                                   |       4248
 Los Angeles, CA              | Denver, CO                | United Air Lines Inc.                                   |       5580
 Seattle, WA                  | Denver, CO                | United Air Lines Inc.                                   |      13073
 San Diego, CA                | Denver, CO                | United Air Lines Inc.                                   |       4750
 Cedar Rapids/Iowa City, IA   | Denver, CO                | United Air Lines Inc.                                   |       3950
 Dallas/Fort Worth, TX        | Denver, CO                | United Air Lines Inc.                                   |       5009
 Kalispell, MT                | Denver, CO                | United Air Lines Inc.                                   |       4051
 Jackson, WY                  | Denver, CO                | United Air Lines Inc.                                   |       5042
 Raleigh/Durham, NC           | Denver, CO                | United Air Lines Inc.                                   |       6246
 Minneapolis, MN              | Denver, CO                | United Air Lines Inc.                                   |       5065
 Newark, NJ                   | Denver, CO                | United Air Lines Inc.                                   |      15891
 Detroit, MI                  | Denver, CO                | United Air Lines Inc.                                   |       6859
 Madison, WI                  | Denver, CO                | United Air Lines Inc.                                   |       5284
 Chicago, IL                  | Denver, CO                | United Air Lines Inc.                                   |      33287
 Newark, NJ                   | Denver, CO                | United Air Lines Inc.                                   |       7486
 Orlando, FL                  | Denver, CO                | United Air Lines Inc.                                   |       6692
 Cleveland, OH                | Denver, CO                | United Air Lines Inc.                                   |       7395
 Tulsa, OK                    | Denver, CO                | United Air Lines Inc.                                   |        123
 Orlando, FL                  | Denver, CO                | United Air Lines Inc.                                   |       7447
 Portland, OR                 | Denver, CO                | United Air Lines Inc.                                   |       7755
 St. Louis, MO                | Denver, CO                | United Air Lines Inc.                                   |        125
 Anchorage, AK                | Denver, CO                | United Air Lines Inc.                                   |       5427
 St. Louis, MO                | Denver, CO                | United Air Lines Inc.                                   |        157
 Santa Ana, CA                | Denver, CO                | United Air Lines Inc.                                   |        159
 San Francisco, CA            | Denver, CO                | United Air Lines Inc.                                   |      15815
